code wahlberechtigte waehler nichtwaehler wahlbeteiligung_pct gemeinde art_der_stimme ungueltige_stimmen ungueltige_stimmen_pct gueltige_stimmen csu_absolut csu spd_absolut spd gruene_absolut gruene linke_absolut linke sonstige_absolut sonstige jahr region
271148 1166 753 413 64.6 Schaufling Z 5 0.7 748 428 57.2 151 20.2 38 5.1 18 2.4 113 15.1 2013 gemeinde
187142 3601 2667 934 74.1 Schechen E 29 1.1 2638 1729 65.5 216 8.2 170 6.4 27 1 496 18.8 2013 gemeinde
187142 3601 2667 934 74.1 Schechen Z 28 1 2639 1629 61.7 303 11.5 154 5.8 37 1.4 516 19.6 2013 gemeinde
776125 3120 2176 944 69.7 Scheidegg, M E 25 1.1 2151 1311 60.9 386 17.9 207 9.6 72 3.3 175 8.1 2013 gemeinde
776125 3120 2176 944 69.7 Scheidegg, M Z 19 0.9 2157 1082 50.2 358 16.6 215 10 86 4 416 19.3 2013 gemeinde
575161 3651 2548 1103 69.8 Scheinfeld, St E 31 1.2 2517 1470 58.4 511 20.3 232 9.2 60 2.4 244 9.7 2013 gemeinde
575161 3651 2548 1103 69.8 Scheinfeld, St Z 27 1.1 2521 1248 49.5 557 22.1 214 8.5 85 3.4 417 16.5 2013 gemeinde
176160 2263 1719 544 76 Schernfeld E 13 0.8 1706 1176 68.9 201 11.8 83 4.9 48 2.8 198 11.6 2013 gemeinde
176160 2263 1719 544 76 Schernfeld Z 13 0.8 1706 1065 62.4 209 12.3 94 5.5 37 2.2 301 17.6 2013 gemeinde
772197 800 552 248 69 Scherstetten E 7 1.3 545 388 71.2 52 9.5 32 5.9 18 3.3 55 10.1 2013 gemeinde
772197 800 552 248 69 Scherstetten Z 4 0.7 548 355 64.8 58 10.6 21 3.8 23 4.2 91 16.6 2013 gemeinde
471185 5607 4294 1313 76.6 Scheßlitz, St E 58 1.4 4236 2760 65.2 585 13.8 165 3.9 97 2.3 629 14.8 2013 gemeinde
471185 5607 4294 1313 76.6 Scheßlitz, St Z 47 1.1 4247 2506 59 576 13.6 215 5.1 118 2.8 832 19.6 2013 gemeinde
181138 1431 1020 411 71.3 Scheuring E 8 0.8 1012 621 61.4 141 13.9 64 6.3 14 1.4 172 17 2013 gemeinde
181138 1431 1020 411 71.3 Scheuring Z 6 0.6 1014 579 57.1 155 15.3 66 6.5 21 2.1 193 19 2013 gemeinde
186151 3640 2694 946 74 Scheyern E 23 0.9 2671 1495 56 475 17.8 245 9.2 72 2.7 384 14.4 2013 gemeinde
186151 3640 2694 946 74 Scheyern Z 11 0.4 2683 1463 54.5 382 14.2 242 9 69 2.6 527 19.6 2013 gemeinde
375196 5834 4078 1756 69.9 Schierling, M E 40 1 4038 2320 57.5 660 16.3 160 4 97 2.4 801 19.8 2013 gemeinde
375196 5834 4078 1756 69.9 Schierling, M Z 33 0.8 4045 2259 55.8 610 15.1 165 4.1 101 2.5 910 22.5 2013 gemeinde
571198 2161 1431 730 66.2 Schillingsfürst, St E 12 0.8 1419 657 46.3 343 24.2 83 5.8 72 5.1 264 18.6 2013 gemeinde
571198 2161 1431 730 66.2 Schillingsfürst, St Z 12 0.8 1419 580 40.9 344 24.2 116 8.2 77 5.4 302 21.3 2013 gemeinde
771162 1464 1067 397 72.9 Schiltberg E 10 0.9 1057 763 72.2 110 10.4 41 3.9 25 2.4 118 11.2 2013 gemeinde
771162 1464 1067 397 72.9 Schiltberg Z 13 1.2 1054 697 66.1 98 9.3 33 3.1 25 2.4 201 19.1 2013 gemeinde
374154 1662 1211 451 72.9 Schirmitz E 10 0.8 1201 618 51.5 320 26.6 50 4.2 27 2.2 186 15.5 2013 gemeinde
374154 1662 1211 451 72.9 Schirmitz Z 16 1.3 1195 583 48.8 308 25.8 67 5.6 40 3.3 197 16.5 2013 gemeinde
479147 1002 699 303 69.8 Schirnding, M E 10 1.4 689 374 54.3 217 31.5 30 4.4 24 3.5 44 6.4 2013 gemeinde
479147 1002 699 303 69.8 Schirnding, M Z 3 0.4 696 335 48.1 194 27.9 27 3.9 24 3.4 116 16.7 2013 gemeinde
374155 713 559 154 78.4 Schlammersdorf E 7 1.3 552 340 61.6 57 10.3 32 5.8 9 1.6 114 20.7 2013 gemeinde
374155 713 559 154 78.4 Schlammersdorf Z 5 0.9 554 340 61.4 76 13.7 20 3.6 18 3.2 100 18.1 2013 gemeinde
189141 1432 1029 403 71.9 Schleching E 11 1.1 1018 651 63.9 163 16 77 7.6 37 3.6 90 8.8 2013 gemeinde
189141 1432 1029 403 71.9 Schleching Z 6 0.6 1023 597 58.4 143 14 78 7.6 34 3.3 171 16.7 2013 gemeinde
173142 922 675 247 73.2 Schlehdorf E 14 2.1 661 385 58.2 111 16.8 34 5.1 22 3.3 109 16.5 2013 gemeinde
173142 922 675 247 73.2 Schlehdorf Z 13 1.9 662 376 56.8 93 14 33 5 23 3.5 137 20.7 2013 gemeinde
182131 5283 3820 1463 72.3 Schliersee, M E 57 1.5 3763 2162 57.5 668 17.8 328 8.7 100 2.7 505 13.4 2013 gemeinde
182131 5283 3820 1463 72.3 Schliersee, M Z 25 0.7 3795 1995 52.6 611 16.1 301 7.9 99 2.6 789 20.8 2013 gemeinde
471220 4469 3023 1446 67.6 Schlüsselfeld, St E 24 0.8 2999 2014 67.2 453 15.1 88 2.9 94 3.1 350 11.7 2013 gemeinde
471220 4469 3023 1446 67.6 Schlüsselfeld, St Z 23 0.8 3000 1827 60.9 425 14.2 93 3.1 95 3.2 560 18.7 2013 gemeinde
376159 2339 1763 576 75.4 Schmidgaden E 17 1 1746 1089 62.4 451 25.8 24 1.4 30 1.7 152 8.7 2013 gemeinde
376159 2339 1763 576 75.4 Schmidgaden Z 20 1.1 1743 1180 67.7 205 11.8 56 3.2 36 2.1 266 15.3 2013 gemeinde
371148 1907 1306 601 68.5 Schmidmühlen, M E 24 1.8 1282 770 60.1 268 20.9 50 3.9 30 2.3 164 12.8 2013 gemeinde
371148 1907 1306 601 68.5 Schmidmühlen, M Z 12 0.9 1294 709 54.8 243 18.8 66 5.1 26 2 250 19.3 2013 gemeinde
771163 952 703 249 73.8 Schmiechen E 7 1 696 407 58.5 119 17.1 59 8.5 16 2.3 95 13.6 2013 gemeinde
771163 952 703 249 73.8 Schmiechen Z 3 0.4 700 386 55.1 106 15.1 55 7.9 14 2 139 19.9 2013 gemeinde
472184 808 606 202 75 Schnabelwaid, M E 4 0.7 602 351 58.3 146 24.3 25 4.2 18 3 62 10.3 2013 gemeinde
472184 808 606 202 75 Schnabelwaid, M Z 3 0.5 603 319 52.9 135 22.4 30 5 18 3 101 16.7 2013 gemeinde
189142 2747 1931 816 70.3 Schnaitsee E 18 0.9 1913 1255 65.6 310 16.2 167 8.7 53 2.8 128 6.7 2013 gemeinde
189142 2747 1931 816 70.3 Schnaitsee Z 11 0.6 1920 1146 59.7 265 13.8 166 8.6 53 2.8 290 15.1 2013 gemeinde
574155 6299 4783 1516 75.9 Schnaittach, M E 40 0.8 4743 2620 55.2 1219 25.7 268 5.7 146 3.1 490 10.3 2013 gemeinde
574155 6299 4783 1516 75.9 Schnaittach, M Z 39 0.8 4744 2292 48.3 1113 23.5 393 8.3 171 3.6 775 16.3 2013 gemeinde
371150 3458 2480 978 71.7 Schnaittenbach, St E 30 1.2 2450 1321 53.9 659 26.9 80 3.3 70 2.9 320 13.1 2013 gemeinde
371150 3458 2480 978 71.7 Schnaittenbach, St Z 26 1 2454 1244 50.7 616 25.1 103 4.2 64 2.6 427 17.4 2013 gemeinde
476171 904 626 278 69.2 Schneckenlohe E 4 0.6 622 353 56.8 190 30.5 20 3.2 19 3.1 40 6.4 2013 gemeinde
476171 904 626 278 69.2 Schneckenlohe Z 3 0.5 623 316 50.7 196 31.5 23 3.7 21 3.4 67 10.8 2013 gemeinde
676156 1377 1040 337 75.5 Schneeberg, M E 16 1.5 1024 654 63.9 192 18.8 35 3.4 23 2.2 120 11.7 2013 gemeinde
676156 1377 1040 337 75.5 Schneeberg, M Z 12 1.2 1028 614 59.7 181 17.6 48 4.7 28 2.7 157 15.3 2013 gemeinde
172131 1064 774 290 72.7 Schneizlreuth E 10 1.3 764 510 66.8 132 17.3 55 7.2 6 0.8 61 8 2013 gemeinde
172131 1064 774 290 72.7 Schneizlreuth Z 9 1.2 765 476 62.2 112 14.6 53 6.9 9 1.2 115 15 2013 gemeinde
571199 2815 1933 882 68.7 Schnelldorf E 19 1 1914 1068 55.8 418 21.8 139 7.3 83 4.3 206 10.8 2013 gemeinde
571199 2815 1933 882 68.7 Schnelldorf Z 12 0.6 1921 908 47.3 397 20.7 214 11.1 83 4.3 319 16.6 2013 gemeinde
272145 1044 622 422 59.6 Schöfweg E 7 1.1 615 342 55.6 102 16.6 21 3.4 15 2.4 135 22 2013 gemeinde
272145 1044 622 422 59.6 Schöfweg Z 4 0.6 618 311 50.3 109 17.6 19 3.1 15 2.4 164 26.5 2013 gemeinde
677182 758 549 209 72.4 Schollbrunn E 10 1.8 539 233 43.2 91 16.9 20 3.7 12 2.2 183 34 2013 gemeinde
677182 758 549 209 72.4 Schollbrunn Z 10 1.8 539 257 47.7 95 17.6 29 5.4 15 2.8 143 26.5 2013 gemeinde
671152 3124 2284 840 73.1 Schöllkrippen, M E 33 1.4 2251 1271 56.5 444 19.7 196 8.7 55 2.4 285 12.7 2013 gemeinde
671152 3124 2284 840 73.1 Schöllkrippen, M Z 31 1.4 2253 1149 51 368 16.3 221 9.8 78 3.5 437 19.4 2013 gemeinde
271149 3856 2170 1686 56.3 Schöllnach, M E 12 0.6 2158 1211 56.1 382 17.7 88 4.1 71 3.3 406 18.8 2013 gemeinde
271149 3856 2170 1686 56.3 Schöllnach, M Z 18 0.8 2152 1097 51 415 19.3 89 4.1 89 4.1 462 21.5 2013 gemeinde
277144 1513 1059 454 70 Schönau E 8 0.8 1051 634 60.3 144 13.7 71 6.8 47 4.5 155 14.7 2013 gemeinde
277144 1513 1059 454 70 Schönau Z 6 0.6 1053 628 59.6 131 12.4 70 6.6 45 4.3 179 17 2013 gemeinde
673163 1052 780 272 74.1 Schönau a.d.Brend E 5 0.6 775 508 65.5 96 12.4 54 7 47 6.1 70 9 2013 gemeinde
673163 1052 780 272 74.1 Schönau a.d.Brend Z 9 1.2 771 457 59.3 103 13.4 56 7.3 39 5.1 116 15 2013 gemeinde
172132 4013 2770 1243 69 Schönau a.Königssee E 29 1 2741 1906 69.5 389 14.2 196 7.2 40 1.5 210 7.7 2013 gemeinde
172132 4013 2770 1243 69 Schönau a.Königssee Z 25 0.9 2745 1709 62.3 315 11.5 194 7.1 51 1.9 476 17.3 2013 gemeinde
183143 767 572 195 74.6 Schönberg E 4 0.7 568 449 79 40 7 22 3.9 1 0.2 56 9.9 2013 gemeinde
183143 767 572 195 74.6 Schönberg Z 4 0.7 568 418 73.6 41 7.2 26 4.6 4 0.7 79 13.9 2013 gemeinde
272147 3195 2027 1168 63.4 Schönberg, M E 14 0.7 2013 1221 60.7 312 15.5 142 7.1 38 1.9 300 14.9 2013 gemeinde
272147 3195 2027 1168 63.4 Schönberg, M Z 16 0.8 2011 1115 55.4 327 16.3 90 4.5 58 2.9 421 20.9 2013 gemeinde
471186 1547 1088 459 70.3 Schönbrunn i.Steigerwald E 19 1.7 1069 632 59.1 215 20.1 45 4.2 29 2.7 148 13.8 2013 gemeinde
471186 1547 1088 459 70.3 Schönbrunn i.Steigerwald Z 22 2 1066 574 53.8 188 17.6 49 4.6 39 3.7 216 20.3 2013 gemeinde
181139 2784 2225 559 79.9 Schondorf am Ammersee E 23 1 2202 1184 53.8 393 17.8 301 13.7 49 2.2 275 12.5 2013 gemeinde
181139 2784 2225 559 79.9 Schondorf am Ammersee Z 14 0.6 2211 1014 45.9 390 17.6 299 13.5 59 2.7 449 20.3 2013 gemeinde
672149 1326 1007 319 75.9 Schondra, M E 13 1.3 994 711 71.5 103 10.4 83 8.4 16 1.6 81 8.1 2013 gemeinde
672149 1326 1007 319 75.9 Schondra, M Z 10 1 997 674 67.6 107 10.7 43 4.3 17 1.7 156 15.6 2013 gemeinde
190148 8453 5595 2858 66.2 Schongau, St E 74 1.3 5521 2975 53.9 1201 21.8 379 6.9 195 3.5 771 14 2013 gemeinde
190148 8453 5595 2858 66.2 Schongau, St Z 57 1 5538 2725 49.2 1092 19.7 387 7 243 4.4 1091 19.7 2013 gemeinde
179147 1515 1236 279 81.6 Schöngeising E 11 0.9 1225 595 48.6 321 26.2 99 8.1 31 2.5 179 14.6 2013 gemeinde
179147 1515 1236 279 81.6 Schöngeising Z 4 0.3 1232 544 44.2 260 21.1 141 11.4 31 2.5 256 20.8 2013 gemeinde
376160 2050 1262 788 61.6 Schönsee, St E 9 0.7 1253 596 47.6 388 31 31 2.5 44 3.5 194 15.5 2013 gemeinde
376160 2050 1262 788 61.6 Schönsee, St Z 12 1 1250 616 49.3 285 22.8 47 3.8 54 4.3 248 19.8 2013 gemeinde
187173 999 668 331 66.9 Schonstett E 6 0.9 662 404 61 56 8.5 65 9.8 10 1.5 127 19.2 2013 gemeinde
187173 999 668 331 66.9 Schonstett Z 5 0.7 663 393 59.3 78 11.8 53 8 17 2.6 122 18.4 2013 gemeinde
372157 1559 1173 386 75.2 Schönthal E 6 0.5 1167 933 79.9 106 9.1 29 2.5 16 1.4 83 7.1 2013 gemeinde
372157 1559 1173 386 75.2 Schönthal Z 20 1.7 1153 846 73.4 90 7.8 39 3.4 25 2.2 153 13.3 2013 gemeinde
678174 6324 4912 1412 77.7 Schonungen E 58 1.2 4854 2684 55.3 1211 24.9 228 4.7 252 5.2 479 9.9 2013 gemeinde
678174 6324 4912 1412 77.7 Schonungen Z 36 0.7 4876 2538 52.1 1005 20.6 369 7.6 225 4.6 739 15.2 2013 gemeinde
479150 2690 1862 828 69.2 Schönwald, St E 12 0.6 1850 924 49.9 648 35 106 5.7 58 3.1 114 6.2 2013 gemeinde
479150 2690 1862 828 69.2 Schönwald, St Z 14 0.8 1848 789 42.7 619 33.5 95 5.1 59 3.2 286 15.5 2013 gemeinde
571200 2236 1496 740 66.9 Schopfloch, M E 16 1.1 1480 769 52 444 30 56 3.8 69 4.7 142 9.6 2013 gemeinde
571200 2236 1496 740 66.9 Schopfloch, M Z 16 1.1 1480 672 45.4 428 28.9 100 6.8 75 5.1 205 13.9 2013 gemeinde
372158 2062 1486 576 72.1 Schorndorf E 14 0.9 1472 929 63.1 215 14.6 41 2.8 29 2 258 17.5 2013 gemeinde
372158 2062 1486 576 72.1 Schorndorf Z 16 1.1 1470 782 53.2 174 11.8 59 4 42 2.9 413 28.1 2013 gemeinde
185158 12350 8393 3957 68 Schrobenhausen, St E 88 1 8305 4944 59.5 1514 18.2 581 7 278 3.3 988 11.9 2013 gemeinde
185158 12350 8393 3957 68 Schrobenhausen, St Z 107 1.3 8286 4442 53.6 1523 18.4 617 7.4 272 3.3 1432 17.3 2013 gemeinde
565000 29916 21166 8750 70.8 Schwabach, Krfr. St E 154 0.7 21012 9704 46.2 6151 29.3 1999 9.5 791 3.8 2367 11.3 2013 gemeinde
565000 29916 21166 8750 70.8 Schwabach, Krfr. St Z 162 0.8 21004 8910 42.4 5519 26.3 1992 9.5 954 4.5 3629 17.3 2013 gemeinde
190149 729 559 170 76.7 Schwabbruck E 3 0.5 556 379 68.2 72 12.9 36 6.5 6 1.1 63 11.3 2013 gemeinde
190149 729 559 170 76.7 Schwabbruck Z 1 0.2 558 353 63.3 65 11.6 36 6.5 7 1.3 97 17.4 2013 gemeinde
174143 4633 3569 1064 77 Schwabhausen E 24 0.7 3545 2142 60.4 554 15.6 232 6.5 85 2.4 532 15 2013 gemeinde
174143 4633 3569 1064 77 Schwabhausen Z 15 0.4 3554 1936 54.5 555 15.6 255 7.2 99 2.8 709 19.9 2013 gemeinde
772200 10436 7165 3271 68.7 Schwabmünchen, St E 73 1 7092 4236 59.7 1233 17.4 442 6.2 234 3.3 947 13.4 2013 gemeinde
772200 10436 7165 3271 68.7 Schwabmünchen, St Z 55 0.8 7110 3904 54.9 1200 16.9 446 6.3 250 3.5 1310 18.4 2013 gemeinde
190151 1020 799 221 78.3 Schwabsoien E 9 1.1 790 542 68.6 84 10.6 41 5.2 18 2.3 105 13.3 2013 gemeinde
190151 1020 799 221 78.3 Schwabsoien Z 4 0.5 795 505 63.5 78 9.8 44 5.5 23 2.9 145 18.2 2013 gemeinde
574156 6660 5154 1506 77.4 Schwaig b.Nürnberg E 36 0.7 5118 2537 49.6 1490 29.1 410 8 156 3 525 10.3 2013 gemeinde
574156 6660 5154 1506 77.4 Schwaig b.Nürnberg Z 30 0.6 5124 2239 43.7 1241 24.2 556 10.9 170 3.3 918 17.9 2013 gemeinde
180131 461 332 129 72 Schwaigen E 4 1.2 328 180 54.9 47 14.3 33 10.1 7 2.1 61 18.6 2013 gemeinde
180131 461 332 129 72 Schwaigen Z 6 1.8 326 157 48.2 40 12.3 35 10.7 10 3.1 84 25.8 2013 gemeinde
376161 22030 13856 8174 62.9 Schwandorf, GKSt E 146 1.1 13710 6716 49 4589 33.5 420 3.1 455 3.3 1530 11.2 2013 gemeinde
376161 22030 13856 8174 62.9 Schwandorf, GKSt Z 127 0.9 13729 6618 48.2 3740 27.2 578 4.2 487 3.5 2306 16.8 2013 gemeinde
678175 1515 1158 357 76.4 Schwanfeld E 16 1.4 1142 683 59.8 227 19.9 62 5.4 47 4.1 123 10.8 2013 gemeinde
678175 1515 1158 357 76.4 Schwanfeld Z 14 1.2 1144 634 55.4 214 18.7 70 6.1 42 3.7 184 16.1 2013 gemeinde
777169 2402 1785 617 74.3 Schwangau E 17 1 1768 1132 64 235 13.3 96 5.4 31 1.8 274 15.5 2013 gemeinde
777169 2402 1785 617 74.3 Schwangau Z 16 0.9 1769 1006 56.9 238 13.5 127 7.2 45 2.5 353 20 2013 gemeinde
576132 5842 4547 1295 77.8 Schwanstetten, M E 47 1 4500 2180 48.4 1402 31.2 320 7.1 220 4.9 378 8.4 2013 gemeinde
576132 5842 4547 1295 77.8 Schwanstetten, M Z 40 0.9 4507 1988 44.1 1251 27.8 392 8.7 191 4.2 685 15.2 2013 gemeinde
675165 2842 2205 637 77.6 Schwarzach a.Main, M E 25 1.1 2180 1370 62.8 324 14.9 141 6.5 73 3.3 272 12.5 2013 gemeinde
675165 2842 2205 637 77.6 Schwarzach a.Main, M Z 35 1.6 2170 1275 58.8 310 14.3 144 6.6 84 3.9 357 16.5 2013 gemeinde
376162 1229 826 403 67.2 Schwarzach b.Nabburg E 6 0.7 820 427 52.1 266 32.4 15 1.8 17 2.1 95 11.6 2013 gemeinde
376162 1229 826 403 67.2 Schwarzach b.Nabburg Z 5 0.6 821 477 58.1 143 17.4 35 4.3 20 2.4 146 17.8 2013 gemeinde
278187 2155 1493 662 69.3 Schwarzach, M E 14 0.9 1479 885 59.8 276 18.7 36 2.4 28 1.9 254 17.2 2013 gemeinde
278187 2155 1493 662 69.3 Schwarzach, M Z 14 0.9 1479 821 55.5 213 14.4 62 4.2 48 3.2 335 22.7 2013 gemeinde
374156 906 658 248 72.6 Schwarzenbach E 4 0.6 654 312 47.7 152 23.2 24 3.7 22 3.4 144 22 2013 gemeinde
374156 906 658 248 72.6 Schwarzenbach Z 6 0.9 652 310 47.5 167 25.6 27 4.1 29 4.4 119 18.3 2013 gemeinde
475168 5655 3924 1731 69.4 Schwarzenbach a.d.Saale, St E 39 1 3885 2051 52.8 1119 28.8 246 6.3 199 5.1 270 6.9 2013 gemeinde
475168 5655 3924 1731 69.4 Schwarzenbach a.d.Saale, St Z 37 0.9 3887 1725 44.4 1054 27.1 244 6.3 207 5.3 657 16.9 2013 gemeinde
475169 3899 2628 1271 67.4 Schwarzenbach a.Wald, St E 22 0.8 2606 1558 59.8 783 30 55 2.1 88 3.4 122 4.7 2013 gemeinde
475169 3899 2628 1271 67.4 Schwarzenbach a.Wald, St Z 28 1.1 2600 1300 50 786 30.2 71 2.7 104 4 339 13 2013 gemeinde
574157 6334 4766 1568 75.2 Schwarzenbruck E 46 1 4720 2171 46 1418 30 390 8.3 221 4.7 520 11 2013 gemeinde
574157 6334 4766 1568 75.2 Schwarzenbruck Z 31 0.7 4735 1933 40.8 1204 25.4 487 10.3 223 4.7 888 18.8 2013 gemeinde
376163 5142 3399 1743 66.1 Schwarzenfeld, M E 19 0.6 3380 1808 53.5 976 28.9 76 2.2 120 3.6 400 11.8 2013 gemeinde
376163 5142 3399 1743 66.1 Schwarzenfeld, M Z 32 0.9 3367 1843 54.7 623 18.5 133 4 136 4 632 18.8 2013 gemeinde
376164 1174 808 366 68.8 Schwarzhofen, M E 3 0.4 805 499 62 192 23.9 17 2.1 14 1.7 83 10.3 2013 gemeinde
376164 1174 808 366 68.8 Schwarzhofen, M Z 11 1.4 797 509 63.9 130 16.3 20 2.5 14 1.8 124 15.6 2013 gemeinde
678176 3336 2415 921 72.4 Schwebheim E 32 1.3 2383 1147 48.1 718 30.1 117 4.9 141 5.9 260 10.9 2013 gemeinde
678176 3336 2415 921 72.4 Schwebheim Z 22 0.9 2393 1034 43.2 624 26.1 191 8 123 5.1 421 17.6 2013 gemeinde
662000 39119 23520 15599 60.1 Schweinfurt, Krfr. St E 310 1.3 23210 10626 45.8 7141 30.8 1101 4.7 1968 8.5 2374 10.2 2013 gemeinde
662000 39119 23520 15599 60.1 Schweinfurt, Krfr. St Z 267 1.1 23253 10005 43 6072 26.1 1735 7.5 1836 7.9 3605 15.5 2013 gemeinde
186152 3805 2767 1038 72.7 Schweitenkirchen E 18 0.7 2749 1728 62.9 398 14.5 180 6.5 72 2.6 371 13.5 2013 gemeinde
186152 3805 2767 1038 72.7 Schweitenkirchen Z 10 0.4 2757 1650 59.8 321 11.6 159 5.8 74 2.7 553 20.1 2013 gemeinde
773164 1159 804 355 69.4 Schwenningen E 16 2 788 490 62.2 100 12.7 58 7.4 30 3.8 110 14 2013 gemeinde
773164 1159 804 355 69.4 Schwenningen Z 12 1.5 792 444 56.1 85 10.7 46 5.8 30 3.8 187 23.6 2013 gemeinde
181140 719 538 181 74.8 Schwifting E 3 0.6 535 326 60.9 74 13.8 53 9.9 23 4.3 59 11 2013 gemeinde
181140 719 538 181 74.8 Schwifting Z 2 0.4 536 298 55.6 76 14.2 59 11 30 5.6 73 13.6 2013 gemeinde
183144 2587 1860 727 71.9 Schwindegg E 13 0.7 1847 1124 60.9 239 12.9 175 9.5 60 3.2 249 13.5 2013 gemeinde
183144 2587 1860 727 71.9 Schwindegg Z 13 0.7 1847 988 53.5 248 13.4 171 9.3 74 4 366 19.8 2013 gemeinde
188132 5316 4248 1068 79.9 Seefeld E 38 0.9 4210 2059 48.9 785 18.6 522 12.4 88 2.1 756 18 2013 gemeinde
188132 5316 4248 1068 79.9 Seefeld Z 16 0.4 4232 1952 46.1 695 16.4 551 13 116 2.7 918 21.7 2013 gemeinde
777170 2234 1521 713 68.1 Seeg E 8 0.5 1513 1053 69.6 113 7.5 90 5.9 39 2.6 218 14.4 2013 gemeinde
777170 2234 1521 713 68.1 Seeg Z 6 0.4 1515 996 65.7 131 8.6 94 6.2 46 3 248 16.4 2013 gemeinde
180132 1779 1384 395 77.8 Seehausen a.Staffelsee E 14 1 1370 712 52 214 15.6 157 11.5 28 2 259 18.9 2013 gemeinde
180132 1779 1384 395 77.8 Seehausen a.Staffelsee Z 8 0.6 1376 670 48.7 191 13.9 173 12.6 33 2.4 309 22.5 2013 gemeinde
189143 3530 2608 922 73.9 Seeon-Seebruck E 33 1.3 2575 1600 62.1 428 16.6 261 10.1 70 2.7 216 8.4 2013 gemeinde
189143 3530 2608 922 73.9 Seeon-Seebruck Z 21 0.8 2587 1472 56.9 345 13.3 245 9.5 77 3 448 17.3 2013 gemeinde
190152 2384 1910 474 80.1 Seeshaupt E 24 1.3 1886 1015 53.8 335 17.8 209 11.1 42 2.2 285 15.1 2013 gemeinde
190152 2384 1910 474 80.1 Seeshaupt Z 9 0.5 1901 955 50.2 303 15.9 213 11.2 42 2.2 388 20.4 2013 gemeinde
675166 664 484 180 72.9 Segnitz E 5 1 479 262 54.7 101 21.1 37 7.7 20 4.2 59 12.3 2013 gemeinde
675166 664 484 180 72.9 Segnitz Z 4 0.8 480 235 49 99 20.6 34 7.1 21 4.4 91 19 2013 gemeinde
675167 870 631 239 72.5 Seinsheim, M E 8 1.3 623 382 61.3 73 11.7 81 13 28 4.5 59 9.5 2013 gemeinde
675167 870 631 239 72.5 Seinsheim, M Z 8 1.3 623 380 61 78 12.5 46 7.4 24 3.9 95 15.2 2013 gemeinde
479152 12442 8296 4146 66.7 Selb, GKSt E 81 1 8215 4377 53.3 2479 30.2 519 6.3 383 4.7 457 5.6 2013 gemeinde
479152 12442 8296 4146 66.7 Selb, GKSt Z 88 1.1 8208 3722 45.3 2345 28.6 475 5.8 410 5 1256 15.3 2013 gemeinde
475171 3648 2598 1050 71.2 Selbitz, St E 11 0.4 2587 1485 57.4 773 29.9 113 4.4 101 3.9 115 4.4 2013 gemeinde
475171 3648 2598 1050 71.2 Selbitz, St Z 16 0.6 2582 1279 49.5 749 29 104 4 98 3.8 352 13.6 2013 gemeinde
775152 15827 10397 5430 65.7 Senden, St E 87 0.8 10310 5279 51.2 2402 23.3 965 9.4 441 4.3 1223 11.9 2013 gemeinde
775152 15827 10397 5430 65.7 Senden, St Z 64 0.6 10333 4906 47.5 2365 22.9 699 6.8 518 5 1845 17.9 2013 gemeinde
373159 2076 1546 530 74.5 Sengenthal E 22 1.4 1524 982 64.4 179 11.7 85 5.6 37 2.4 241 15.8 2013 gemeinde
373159 2076 1546 530 74.5 Sengenthal Z 16 1 1530 906 59.2 202 13.2 88 5.8 38 2.5 296 19.3 2013 gemeinde
678178 3263 2335 928 71.6 Sennfeld E 25 1.1 2310 1093 47.3 709 30.7 149 6.5 134 5.8 225 9.7 2013 gemeinde
678178 3263 2335 928 71.6 Sennfeld Z 29 1.2 2306 1008 43.7 602 26.1 228 9.9 141 6.1 327 14.2 2013 gemeinde
473165 3287 2472 815 75.2 Seßlach, St E 18 0.7 2454 1476 60.1 530 21.6 93 3.8 62 2.5 293 11.9 2013 gemeinde
473165 3287 2472 815 75.2 Seßlach, St Z 17 0.7 2455 1380 56.2 424 17.3 124 5.1 71 2.9 456 18.6 2013 gemeinde
373160 3937 2973 964 75.5 Seubersdorf i.d.OPf. E 24 0.8 2949 2134 72.4 364 12.3 116 3.9 59 2 276 9.4 2013 gemeinde
373160 3937 2973 964 75.5 Seubersdorf i.d.OPf. Z 18 0.6 2955 1978 66.9 368 12.5 135 4.6 64 2.2 410 13.9 2013 gemeinde
573126 2480 1917 563 77.3 Seukendorf E 4 0.2 1913 971 50.8 510 26.7 118 6.2 59 3.1 255 13.3 2013 gemeinde
573126 2480 1917 563 77.3 Seukendorf Z 8 0.4 1909 850 44.5 426 22.3 173 9.1 79 4.1 381 20 2013 gemeinde
472188 969 716 253 73.9 Seybothenreuth E 11 1.5 705 415 58.9 152 21.6 37 5.2 19 2.7 82 11.6 2013 gemeinde
472188 969 716 253 73.9 Seybothenreuth Z 6 0.8 710 379 53.4 149 21 38 5.4 22 3.1 122 17.2 2013 gemeinde
273172 2590 1622 968 62.6 Siegenburg, M E 17 1 1605 1028 64 239 14.9 79 4.9 44 2.7 215 13.4 2013 gemeinde
273172 2590 1622 968 62.6 Siegenburg, M Z 9 0.6 1613 926 57.4 255 15.8 77 4.8 39 2.4 316 19.6 2013 gemeinde
189145 6481 4549 1932 70.2 Siegsdorf E 61 1.3 4488 2812 62.7 820 18.3 377 8.4 127 2.8 352 7.8 2013 gemeinde
189145 6481 4549 1932 70.2 Siegsdorf Z 31 0.7 4518 2578 57.1 657 14.5 391 8.7 124 2.7 768 17 2013 gemeinde
